log_name,experiment,scenario,simulation_id,prefix_entropy,n_prefixes,normalized_prefix_entropy,trace_entropy,n_traces,normalized_trace_entropy
production,exp1,A,0,0.7379516844293902,1341.0,0.07103138333228834,0.8701078804636585,45.0,0.15843611713597558
production,exp1,A,1,0.7005749209749653,1664.0,0.06547160111441391,0.833171695724814,45.0,0.1517104848055096
production,exp1,A,2,0.7138638333561907,1358.0,0.06859281893454738,0.8599273115147559,45.0,0.15658235871048046
production,exp1,A,3,0.7690669946749933,1431.0,0.07336459828795147,0.8493821725522781,45.0,0.15466221649663914
production,exp1,A,4,0.8277752532878397,1239.0,0.08056237836946031,0.9106038827117265,45.0,0.16580994916275218
production,exp1,A,5,0.6732713501455153,1258.0,0.06538572681553999,0.8191879677213914,45.0,0.1491642171326237
production,exp1,A,6,0.7845403090178138,1094.0,0.07771267511783272,0.8880656109153561,45.0,0.16170600257113027
production,exp1,A,7,0.7434231800697719,1181.0,0.07284325303314222,0.8760930306570925,45.0,0.15952594056869523
production,exp1,A,8,0.7458834997050751,1480.0,0.07082484881033901,0.8652413506080733,45.0,0.1575499809319978
production,exp1,A,9,0.8257043879654029,1420.0,0.0788512220881882,0.9388224400202918,45.0,0.17094820701735947
production,exp1,A,mean,0.7522055413626958,,0.07246405059037035,0.8710603342889438,,0.15860954745331632
production,exp1,A,std,0.050694501362085594,,0.005308323466812762,0.035315795393039216,,0.006430579036544426
production,exp1,A,ci95_norm_low,0.7207847638891588,,0.06917391761880864,0.8491713775277367,,0.15462383327319085
production,exp1,A,ci95_norm_high,0.7836263188362328,,0.07575418356193206,0.8929492910501509,,0.1625952616334418
production,exp1,A,ci95_t_low,0.7159408797176926,,0.06866670473916588,0.845796936164062,,0.15400938833002042
production,exp1,A,ci95_t_high,0.788470203007699,,0.07626139644157483,0.8963237324138256,,0.1632097065766122
production,exp1,B,0,0.6107624347602041,1366.0,0.05863840025485487,0.8152122324188681,45.0,0.14844028383856303
production,exp1,B,1,0.7363095264289579,847.0,0.07570357916786773,0.858585576927314,45.0,0.15633804507646526
production,exp1,B,2,0.6147956977563918,1159.0,0.06040042645628522,0.8250220572372209,45.0,0.15022653424371477
production,exp1,B,3,0.591726706353238,1191.0,0.05791046741923077,0.8157208112308064,45.0,0.14853288988665236
production,exp1,B,4,0.7027213100734004,1402.0,0.06722501833895275,0.8701431558988025,45.0,0.1584425403658991
production,exp1,B,5,0.6873875587423421,1201.0,0.06719317552320493,0.8555206982863022,45.0,0.15577996775952827
production,exp1,B,6,0.6827142899702409,1840.0,0.06294914169515035,0.8394188606434042,45.0,0.15284801794942515
production,exp1,B,7,0.7331509773345241,1317.0,0.07074671172673848,0.8721266644284652,45.0,0.1588037132696296
production,exp1,B,8,0.7074838564171388,1120.0,0.06984540319720663,0.855944147243971,45.0,0.15585707269118637
production,exp1,B,9,0.7151673093174487,1062.0,0.07114274737590451,0.8634167685863007,45.0,0.15721774662241803
production,exp1,B,mean,0.6782219667153887,,0.06617550711553963,0.8471110972901454,,0.1542486811703482
production,exp1,B,std,0.05309540083782917,,0.005970656542532512,0.021737118578393128,,0.003958066284205693
production,exp1,B,ci95_norm_low,0.6453130963296668,,0.06247485585054584,0.8336382916126762,,0.15179544627109837
production,exp1,B,ci95_norm_high,0.7111308371011106,,0.06987615838053342,0.8605839029676147,,0.15670191606959805
production,exp1,B,ci95_t_low,0.6402398050498285,,0.06190435672455453,0.8315612993988045,,0.15141725111958207
production,exp1,B,ci95_t_high,0.7162041283809489,,0.07044665750652472,0.8626608951814864,,0.15708011122111434
production,exp1,C,0,0.7572451296483921,1224.0,0.07382436359641528,0.8681948758374547,45.0,0.15808778214000085
production,exp1,C,1,0.7708619194119419,1116.0,0.07614111839130715,0.8795158664365643,45.0,0.16014919754943263
production,exp1,C,2,0.8014722110502169,1325.0,0.07727434156497673,0.889529158200762,45.0,0.1619724968235683
production,exp1,C,3,0.6698993359753055,1302.0,0.06474638252573431,0.807909886301633,45.0,0.14711061496557087
production,exp1,C,4,0.7757564038486523,1219.0,0.07567260741187959,0.8724713279512745,45.0,0.15886647232686651
production,exp1,C,5,0.7579555085153316,1382.0,0.0726530040092265,0.8628795569891895,45.0,0.15711992689059195
production,exp1,C,6,0.7914068577282695,1369.0,0.07595872370696623,0.8796567638184003,45.0,0.16017485325787284
production,exp1,C,7,0.6970513536719896,1152.0,0.06854046156418389,0.8190297990751587,45.0,0.14913541653591103
production,exp1,C,8,0.7390791567954974,1327.0,0.07124373720877787,0.8345593769328706,45.0,0.15196316476320623
