log_name,experiment,scenario,simulation_id,prefix_entropy,n_prefixes,normalized_prefix_entropy,trace_entropy,n_traces,normalized_trace_entropy
bpi17o,exp1,A,0,0.6804375649386522,39363.0,0.04457631904855076,0.7954165066309375,8599.0,0.06085840520679253
bpi17o,exp1,A,1,0.680008909032814,39330.0,0.04455176879506955,0.7952747992100548,8599.0,0.06084756297813749
bpi17o,exp1,A,2,0.6808508834559514,39368.0,0.04460286062766602,0.7958198208562585,8599.0,0.06088926332998412
bpi17o,exp1,A,3,0.6797435332871062,39191.0,0.04454929051509633,0.7945859230993629,8599.0,0.06079485612439197
bpi17o,exp1,A,4,0.6820089299455636,39383.0,0.04467711624251567,0.7975095336357865,8599.0,0.06101854556660148
bpi17o,exp1,A,5,0.6816297191476045,39322.0,0.04465881721947614,0.7969939451962549,8599.0,0.060979097189667666
bpi17o,exp1,A,6,0.6809924014661796,39335.0,0.04461566764521597,0.7958016758507913,8599.0,0.060887875030789934
bpi17o,exp1,A,7,0.6806809821196653,39259.0,0.04460341826444826,0.7957076166848926,8599.0,0.0608806784353158
bpi17o,exp1,A,8,0.6819441800076717,39328.0,0.04467877563156795,0.7971032825503137,8599.0,0.060987462740221474
bpi17o,exp1,A,9,0.6803847582947363,39359.0,0.04457328773259185,0.795507322045449,8599.0,0.06086535361840995
bpi17o,exp1,A,mean,0.6808681861695944,,0.04460873217221985,0.7959720425760102,,0.06090091002203124
bpi17o,exp1,A,std,0.0007825956964781565,,4.8633377299223555e-05,0.0009274843994638198,,7.096310038199577e-05
bpi17o,exp1,A,ci95_norm_low,0.6803831283315628,,0.04457858889267576,0.7953971817894807,,0.060856926636732527
bpi17o,exp1,A,ci95_norm_high,0.6813532440076261,,0.04463887545176393,0.7965469033625396,,0.060944893407329954
bpi17o,exp1,A,ci95_t_low,0.680308350933522,,0.04457394194990731,0.7953085602056573,,0.060850146078102636
bpi17o,exp1,A,ci95_t_high,0.6814280214056668,,0.044643522394532384,0.796635524946363,,0.060951673965959845
bpi17o,exp1,B,0,0.6808294412678216,39364.0,0.04460188426854946,0.7959938258205193,8599.0,0.06090257668787234
bpi17o,exp1,B,1,0.6806762976422417,39256.0,0.044603433531699356,0.7953469534991563,8599.0,0.060853083601517734
bpi17o,exp1,B,2,0.680543696662666,39305.0,0.044589486037524516,0.7954582323435668,8599.0,0.06086159769815468
bpi17o,exp1,B,3,0.6812170915316943,39272.0,0.04463715114807714,0.7962018726100455,8599.0,0.060918494632387465
bpi17o,exp1,B,4,0.6812688230089696,39297.0,0.04463785549223286,0.7959805052529727,8599.0,0.06090155751302423
bpi17o,exp1,B,5,0.679562403719211,39285.0,0.04452733359577726,0.79386074292422,8599.0,0.06073937159700429
bpi17o,exp1,B,6,0.6810765540058372,39327.0,0.04462203882964922,0.7961045355213494,8599.0,0.06091104723855526
bpi17o,exp1,B,7,0.6809056129141228,39293.0,0.0446144866656172,0.7961990443527405,8599.0,0.06091827823855145
bpi17o,exp1,B,8,0.6799783146899835,39337.0,0.044549014988686596,0.795375572310781,8599.0,0.06085527326595125
bpi17o,exp1,B,9,0.6814320213533812,39321.0,0.04464597183421111,0.7967815931794263,8599.0,0.06096284984632126
bpi17o,exp1,B,mean,0.680749025679593,,0.04460286563920247,0.7957302877814778,,0.060882413031934
bpi17o,exp1,B,std,0.0005910006117931568,,3.8795576702510234e-05,0.0007931281833492123,,6.0683322461636625e-05
bpi17o,exp1,B,ci95_norm_low,0.6803827197053564,,0.04457881989164061,0.7952387018404502,,0.06084480111900081
bpi17o,exp1,B,ci95_norm_high,0.6811153316538295,,0.04462691138676433,0.7962218737225054,,0.06092002494486719
bpi17o,exp1,B,ci95_t_low,0.6803262493105033,,0.04457511295548652,0.795162918058185,,0.06083900279813275
bpi17o,exp1,B,ci95_t_high,0.6811718020486826,,0.04463061832291841,0.7962976575047707,,0.06092582326573525
bpi17o,exp1,C,0,0.6807512085513128,39288.0,0.044604906312818264,0.7964480736237286,8599.0,0.06093733180879522
bpi17o,exp1,C,1,0.6805375893169977,39426.0,0.04457613428456571,0.7955494650108743,8599.0,0.060868578034354415
bpi17o,exp1,C,2,0.6804233805776475,39339.0,0.04457795941682444,0.7953266396374565,8599.0,0.060851529360165774
bpi17o,exp1,C,3,0.6803769084792244,39253.0,0.04458413724225408,0.7953085712465345,8599.0,0.06085014692285526
bpi17o,exp1,C,4,0.6800687230349551,39406.0,0.04454755893204636,0.7951872370049973,8599.0,0.06084086347402641
bpi17o,exp1,C,5,0.6801677989775224,39298.0,0.0445656073841803,0.7952460613259463,8599.0,0.06084536420330533
bpi17o,exp1,C,6,0.680529699551404,39241.0,0.0445954384776493,0.7955949393358241,8599.0,0.060872057337174046
bpi17o,exp1,C,7,0.6802088311341247,39321.0,0.04456583102138528,0.795732909255568,8599.0,0.06088261360450333
bpi17o,exp1,C,8,0.6804097118072879,39310.0,0.04458017127022694,0.7952826531062677,8599.0,0.060848163890482386
bpi17o,exp1,C,9,0.6804570940040131,39274.0,0.04458713721240734,0.7954324654669062,8599.0,0.06085962623916728
bpi17o,exp1,C,mean,0.680393094543449,,0.0445784881554358,0.7955109015014104,,0.060865627487482955
bpi17o,exp1,C,std,0.00020090478090839298,,1.6273148124643673e-05,0.0003718074567941688,,2.8447497224225854e-05
bpi17o,exp1,C,ci95_norm_low,0.6802685724701534,,0.04456840195373187,0.7952804528521675,,0.06084799554603082
bpi17o,exp1,C,ci95_norm_high,0.6805176166167446,,0.04458857435713973,0.7957413501506532,,0.06088325942893509
