log_name,experiment,scenario,simulation_id,prefix_entropy,n_prefixes,normalized_prefix_entropy,trace_entropy,n_traces,normalized_trace_entropy
bpi12,exp1,A,0,0.677775009564225,32971,0.0451581766093425,0.650387641071107,1610,0.0610529527764101
bpi12,exp1,A,1,0.672234122440942,33357,0.0447389496911984,0.646457671050827,1610,0.0606840400558889
bpi12,exp1,A,2,0.673113194620402,32612,0.0448948187995863,0.649879682870145,1610,0.0610052699083828
bpi12,exp1,A,3,0.676600218483586,33079,0.0450657375042363,0.652008962217291,1610,0.0612051488470647
bpi12,exp1,A,4,0.673892387620889,32920,0.0449061707935256,0.651328555196485,1610,0.0611412779259605
bpi12,exp1,A,5,0.674152821450027,32371,0.0449962741219592,0.648191185620448,1610,0.0608467679069009
bpi12,exp1,A,6,0.681307681502014,32700,0.0454295888857378,0.655581899760583,1610,0.0615405463443856
bpi12,exp1,A,7,0.675996086689438,32795,0.0450628360378027,0.650393009574644,1610,0.0610534567266272
bpi12,exp1,A,8,0.67140796029475,32623,0.0447796311769427,0.647679026488822,1610,0.0607986906906339
bpi12,exp1,A,9,0.675604444150112,32468,0.0450801745050586,0.651805502809329,1610,0.061186049779306
bpi12,exp1,A,mean,0.675208392681639,,0.045011235812539,0.650371313665968,,0.0610514200961561
bpi12,exp1,A,std,0.00292553639274818,,0.000199886724312136,0.0025898458827565,,0.000243113073486009
bpi12,exp1,A,ci95_norm_low,0.673395126439394,,0.0448873447372591,0.648766110557417,,0.0609007370520848
bpi12,exp1,A,ci95_norm_high,0.677021658923883,,0.0451351268878189,0.651976516774519,,0.0612021031402273
bpi12,exp1,A,ci95_t_low,0.673115590019366,,0.0448682454638869,0.648518649528293,,0.0608775074801018
bpi12,exp1,A,ci95_t_high,0.677301195343911,,0.0451542261611911,0.652223977803643,,0.0612253327122103
bpi12,exp1,B,0,0.628780421162372,26465,0.0427980577821506,0.600841890841253,1610,0.0564020120788386
bpi12,exp1,B,1,0.63105647576663,26075,0.0430156881814742,0.604231337798743,1610,0.0567201850144328
bpi12,exp1,B,2,0.624726358057564,25898,0.0426127414944067,0.600096999864661,1610,0.0563320879432223
bpi12,exp1,B,3,0.621813013221122,26619,0.0422997193863666,0.596897310593588,1610,0.0560317278723509
bpi12,exp1,B,4,0.625175029755904,26509,0.0425457158820457,0.598720081007546,1610,0.0562028343156135
bpi12,exp1,B,5,0.625614775088046,25810,0.0426876388525718,0.598868005698341,1610,0.0562167202485422
bpi12,exp1,B,6,0.627072868317062,26422,0.0426886493789718,0.599099329342993,1610,0.0562384349778223
bpi12,exp1,B,7,0.629932602700123,26071,0.0429397276969094,0.601910500588717,1610,0.0565023242255161
bpi12,exp1,B,8,0.629827752640351,26227,0.0429074070765539,0.60009690662323,1610,0.0563320791904965
bpi12,exp1,B,9,0.626919119557796,26729,0.0426298163246356,0.59998028169556,1610,0.0563211314175809
bpi12,exp1,B,mean,0.627091841626697,,0.0427125162056086,0.600074264405463,,0.0563299537284416
bpi12,exp1,B,std,0.00285720114255723,,0.000212143676407622,0.00198842600583534,,0.000186656804907488
bpi12,exp1,B,ci95_norm_low,0.625320930011328,,0.0425810281927133,0.598841825198582,,0.0562142626421633
bpi12,exp1,B,ci95_norm_high,0.628862753242065,,0.042844004218504,0.601306703612345,,0.05644564481472
bpi12,exp1,B,ci95_t_low,0.625047923057571,,0.0425607577616287,0.598651830130142,,0.0561964274940013
bpi12,exp1,B,ci95_t_high,0.629135760195823,,0.0428642746495886,0.601496698680784,,0.0564634799628819
bpi12,exp1,C,0,0.618254638877036,26578,0.042064019291515,0.594664951427946,1610,0.0558221726623296
bpi12,exp1,C,1,0.622023044515917,26227,0.0423757064850749,0.600052926799222,1610,0.0563279507324067
bpi12,exp1,C,2,0.62533832701228,25826,0.042666173082152,0.601547272515187,1610,0.0564682274115241
bpi12,exp1,C,3,0.625693535517054,26005,0.0426614035417595,0.601358912935639,1610,0.0564505457893823
bpi12,exp1,C,4,0.623051002986002,26202,0.0424497156511017,0.600605926808678,1610,0.0563798617487462
bpi12,exp1,C,5,0.625668014436909,26175,0.0426323382363788,0.601256906111548,1610,0.0564409702417845
bpi12,exp1,C,6,0.625203183830005,26611,0.042531595253737,0.599770306146934,1610,0.0563014206690289
bpi12,exp1,C,7,0.627608071869059,26131,0.0427716055020055,0.602184414397876,1610,0.0565280369632733
bpi12,exp1,C,8,0.626559808815413,26353,0.0426646792309599,0.599796137243587,1610,0.0563038454763661
bpi12,exp1,C,9,0.624321191036078,25946,0.0425773464884038,0.601061578050434,1610,0.0564226344768682
bpi12,exp1,C,mean,0.624372081889575,,0.0425394582763088,0.600229933243705,,0.056344566617171
bpi12,exp1,C,std,0.00268735198293499,,0.000203178782401555,0.00211127770499972,,0.000198189095058684
bpi12,exp1,C,ci95_norm_low,0.622706443874009,,0.0424135267622855,0.598921349764802,,0.0562217277434035
bpi12,exp1,C,ci95_norm_high,0.626037719905142,,0.0426653897903321,0.601538516722608,,0.0564674054909384
bpi12,exp1,C,ci95_t_low,0.622449666089761,,0.0423941129311675,0.598719616156974,,0.0562027906793292
bpi12,exp1,C,ci95_t_high,0.626294497689389,,0.04268480362145,0.601740250330436,,0.0564863425550128
bpi12,exp1,D,0,0.641227023073838,10367,0.0480690346598773,0.676854479535789,1610,0.06353743823844
bpi12,exp1,D,1,0.637652735819888,10154,0.0479086557325319,0.673942137201632,1610,0.063264051895023
bpi12,exp1,D,2,0.643576031520292,10245,0.0483069722215139,0.677945936644559,1610,0.0636398951043323
